parcel_id,property_address,assessed_value,owner_name,property_type,last_assessment_date
PAR000663,663 Main Street,913000,Owner 663,Residential,2025-09-16T09:52:44.683963
PAR000664,664 Main Street,914000,Owner 664,Residential,2025-09-16T09:52:44.683967
PAR000665,665 Main Street,915000,Owner 665,Residential,2025-09-16T09:52:44.683970
PAR000666,666 Main Street,916000,Owner 666,Residential,2025-09-16T09:52:44.683974
PAR000667,667 Main Street,917000,Owner 667,Residential,2025-09-16T09:52:44.683978
PAR000668,668 Main Street,918000,Owner 668,Residential,2025-09-16T09:52:44.683982
PAR000669,669 Main Street,919000,Owner 669,Residential,2025-09-16T09:52:44.683986
PAR000670,670 Main Street,920000,Owner 670,Residential,2025-09-16T09:52:44.683989
PAR000671,671 Main Street,921000,Owner 671,Residential,2025-09-16T09:52:44.683998
PAR000672,672 Main Street,922000,Owner 672,Residential,2025-09-16T09:52:44.684003
PAR000673,673 Main Street,923000,Owner 673,Residential,2025-09-16T09:52:44.684008
PAR000674,674 Main Street,924000,Owner 674,Residential,2025-09-16T09:52:44.684017
PAR000675,675 Main Street,925000,Owner 675,Residential,2025-09-16T09:52:44.684021
PAR000676,676 Main Street,926000,Owner 676,Residential,2025-09-16T09:52:44.684025
PAR000677,677 Main Street,927000,Owner 677,Residential,2025-09-16T09:52:44.684029
PAR000678,678 Main Street,928000,Owner 678,Residential,2025-09-16T09:52:44.684033
PAR000679,679 Main Street,929000,Owner 679,Residential,2025-09-16T09:52:44.684037
PAR000680,680 Main Street,930000,Owner 680,Residential,2025-09-16T09:52:44.684041
PAR000681,681 Main Street,931000,Owner 681,Residential,2025-09-16T09:52:44.684045
PAR000682,682 Main Street,932000,Owner 682,Residential,2025-09-16T09:52:44.684049
PAR000683,683 Main Street,933000,Owner 683,Residential,2025-09-16T09:52:44.684053
PAR000684,684 Main Street,934000,Owner 684,Residential,2025-09-16T09:52:44.684057
PAR000685,685 Main Street,935000,Owner 685,Residential,2025-09-16T09:52:44.684060
PAR000686,686 Main Street,936000,Owner 686,Residential,2025-09-16T09:52:44.684064
PAR000687,687 Main Street,937000,Owner 687,Residential,2025-09-16T09:52:44.684068
PAR000688,688 Main Street,938000,Owner 688,Residential,2025-09-16T09:52:44.684072
PAR000689,689 Main Street,939000,Owner 689,Residential,2025-09-16T09:52:44.684076
PAR000690,690 Main Street,940000,Owner 690,Residential,2025-09-16T09:52:44.684092
PAR000691,691 Main Street,941000,Owner 691,Residential,2025-09-16T09:52:44.684102
PAR000692,692 Main Street,942000,Owner 692,Residential,2025-09-16T09:52:44.684178
PAR000693,693 Main Street,943000,Owner 693,Residential,2025-09-16T09:52:44.684189
PAR000694,694 Main Street,944000,Owner 694,Residential,2025-09-16T09:52:44.684193
PAR000695,695 Main Street,945000,Owner 695,Residential,2025-09-16T09:52:44.684198
PAR000696,696 Main Street,946000,Owner 696,Residential,2025-09-16T09:52:44.684202
PAR000697,697 Main Street,947000,Owner 697,Residential,2025-09-16T09:52:44.684206
PAR000698,698 Main Street,948000,Owner 698,Residential,2025-09-16T09:52:44.684210
PAR000699,699 Main Street,949000,Owner 699,Residential,2025-09-16T09:52:44.684213
PAR000700,700 Main Street,950000,Owner 700,Residential,2025-09-16T09:52:44.684217
PAR000701,701 Main Street,951000,Owner 701,Residential,2025-09-16T09:52:44.684221
PAR000702,702 Main Street,952000,Owner 702,Residential,2025-09-16T09:52:44.684225
PAR000703,703 Main Street,953000,Owner 703,Residential,2025-09-16T09:52:44.684229
PAR000704,704 Main Street,954000,Owner 704,Residential,2025-09-16T09:52:44.684233
PAR000705,705 Main Street,955000,Owner 705,Residential,2025-09-16T09:52:44.684237
PAR000706,706 Main Street,956000,Owner 706,Residential,2025-09-16T09:52:44.684249
PAR000707,707 Main Street,957000,Owner 707,Residential,2025-09-16T09:52:44.684253
PAR000708,708 Main Street,958000,Owner 708,Residential,2025-09-16T09:52:44.684257
PAR000709,709 Main Street,959000,Owner 709,Residential,2025-09-16T09:52:44.684260
PAR000710,710 Main Street,960000,Owner 710,Residential,2025-09-16T09:52:44.684276
PAR000711,711 Main Street,961000,Owner 711,Residential,2025-09-16T09:52:44.684285
PAR000712,712 Main Street,962000,Owner 712,Residential,2025-09-16T09:52:44.684289
PAR000713,713 Main Street,963000,Owner 713,Residential,2025-09-16T09:52:44.684292
PAR000714,714 Main Street,964000,Owner 714,Residential,2025-09-16T09:52:44.684296
PAR000715,715 Main Street,965000,Owner 715,Residential,2025-09-16T09:52:44.684300
PAR000716,716 Main Street,966000,Owner 716,Residential,2025-09-16T09:52:44.684303
PAR000717,717 Main Street,967000,Owner 717,Residential,2025-09-16T09:52:44.684307
PAR000718,718 Main Street,968000,Owner 718,Residential,2025-09-16T09:52:44.684310
PAR000719,719 Main Street,969000,Owner 719,Residential,2025-09-16T09:52:44.684314
PAR000720,720 Main Street,970000,Owner 720,Residential,2025-09-16T09:52:44.684318
PAR000721,721 Main Street,971000,Owner 721,Residential,2025-09-16T09:52:44.684321
PAR000722,722 Main Street,972000,Owner 722,Residential,2025-09-16T09:52:44.684330
PAR000723,723 Main Street,973000,Owner 723,Residential,2025-09-16T09:52:44.684334
PAR000724,724 Main Street,974000,Owner 724,Residential,2025-09-16T09:52:44.684337
PAR000725,725 Main Street,975000,Owner 725,Residential,2025-09-16T09:52:44.684341
PAR000726,726 Main Street,976000,Owner 726,Residential,2025-09-16T09:52:44.684345
PAR000727,727 Main Street,977000,Owner 727,Residential,2025-09-16T09:52:44.684348
PAR000728,728 Main Street,978000,Owner 728,Residential,2025-09-16T09:52:44.684352
PAR000729,729 Main Street,979000,Owner 729,Residential,2025-09-16T09:52:44.684355
PAR000730,730 Main Street,980000,Owner 730,Residential,2025-09-16T09:52:44.684365
PAR000731,731 Main Street,981000,Owner 731,Residential,2025-09-16T09:52:44.684369
PAR000732,732 Main Street,982000,Owner 732,Residential,2025-09-16T09:52:44.684373
PAR000733,733 Main Street,983000,Owner 733,Residential,2025-09-16T09:52:44.684377
PAR000734,734 Main Street,984000,Owner 734,Residential,2025-09-16T09:52:44.684380
PAR000735,735 Main Street,985000,Owner 735,Residential,2025-09-16T09:52:44.684384
PAR000736,736 Main Street,986000,Owner 736,Residential,2025-09-16T09:52:44.684388
PAR000737,737 Main Street,987000,Owner 737,Residential,2025-09-16T09:52:44.684391
PAR000738,738 Main Street,988000,Owner 738,Residential,2025-09-16T09:52:44.684400
PAR000739,739 Main Street,989000,Owner 739,Residential,2025-09-16T09:52:44.684404
PAR000740,740 Main Street,990000,Owner 740,Residential,2025-09-16T09:52:44.684408
PAR000741,741 Main Street,991000,Owner 741,Residential,2025-09-16T09:52:44.684411
PAR000742,742 Main Street,992000,Owner 742,Residential,2025-09-16T09:52:44.684420
PAR000743,743 Main Street,993000,Owner 743,Residential,2025-09-16T09:52:44.684424
PAR000744,744 Main Street,994000,Owner 744,Residential,2025-09-16T09:52:44.684427
PAR000745,745 Main Street,995000,Owner 745,Residential,2025-09-16T09:52:44.684431
PAR000746,746 Main Street,996000,Owner 746,Residential,2025-09-16T09:52:44.684435
PAR000747,747 Main Street,997000,Owner 747,Residential,2025-09-16T09:52:44.684438
PAR000748,748 Main Street,998000,Owner 748,Residential,2025-09-16T09:52:44.684442
PAR000749,749 Main Street,999000,Owner 749,Residential,2025-09-16T09:52:44.684450
PAR000750,750 Main Street,1000000,Owner 750,Residential,2025-09-16T09:52:44.684454
PAR000751,751 Main Street,1001000,Owner 751,Residential,2025-09-16T09:52:44.684458
PAR000752,752 Main Street,1002000,Owner 752,Residential,2025-09-16T09:52:44.684461
PAR000753,753 Main Street,1003000,Owner 753,Residential,2025-09-16T09:52:44.684470
PAR000754,754 Main Street,1004000,Owner 754,Residential,2025-09-16T09:52:44.684474
PAR000755,755 Main Street,1005000,Owner 755,Residential,2025-09-16T09:52:44.684477
PAR000756,756 Main Street,1006000,Owner 756,Residential,2025-09-16T09:52:44.684481
PAR000757,757 Main Street,1007000,Owner 757,Residential,2025-09-16T09:52:44.684484
PAR000758,758 Main Street,1008000,Owner 758,Residential,2025-09-16T09:52:44.684488
PAR000759,759 Main Street,1009000,Owner 759,Residential,2025-09-16T09:52:44.684492
PAR000760,760 Main Street,1010000,Owner 760,Residential,2025-09-16T09:52:44.684496
PAR000761,761 Main Street,1011000,Owner 761,Residential,2025-09-16T09:52:44.684501
PAR000762,762 Main Street,1012000,Owner 762,Residential,2025-09-16T09:52:44.684505
PAR000763,763 Main Street,1013000,Owner 763,Residential,2025-09-16T09:52:44.684509
PAR000764,764 Main Street,1014000,Owner 764,Residential,2025-09-16T09:52:44.684513
PAR000765,765 Main Street,1015000,Owner 765,Residential,2025-09-16T09:52:44.684517
PAR000766,766 Main Street,1016000,Owner 766,Residential,2025-09-16T09:52:44.684521
PAR000767,767 Main Street,1017000,Owner 767,Residential,2025-09-16T09:52:44.684525
PAR000768,768 Main Street,1018000,Owner 768,Residential,2025-09-16T09:52:44.684529
PAR000769,769 Main Street,1019000,Owner 769,Residential,2025-09-16T09:52:44.684542
PAR000770,770 Main Street,1020000,Owner 770,Residential,2025-09-16T09:52:44.684547
PAR000771,771 Main Street,1021000,Owner 771,Residential,2025-09-16T09:52:44.684550
PAR000772,772 Main Street,1022000,Owner 772,Residential,2025-09-16T09:52:44.684554
PAR000773,773 Main Street,1023000,Owner 773,Residential,2025-09-16T09:52:44.684558
PAR000774,774 Main Street,1024000,Owner 774,Residential,2025-09-16T09:52:44.684562
PAR000775,775 Main Street,1025000,Owner 775,Residential,2025-09-16T09:52:44.684566
PAR000776,776 Main Street,1026000,Owner 776,Residential,2025-09-16T09:52:44.684570
PAR000777,777 Main Street,1027000,Owner 777,Residential,2025-09-16T09:52:44.684574
PAR000778,778 Main Street,1028000,Owner 778,Residential,2025-09-16T09:52:44.684578
PAR000779,779 Main Street,1029000,Owner 779,Residential,2025-09-16T09:52:44.684582
PAR000780,780 Main Street,1030000,Owner 780,Residential,2025-09-16T09:52:44.684586
PAR000781,781 Main Street,1031000,Owner 781,Residential,2025-09-16T09:52:44.684590
PAR000782,782 Main Street,1032000,Owner 782,Residential,2025-09-16T09:52:44.684594
PAR000783,783 Main Street,1033000,Owner 783,Residential,2025-09-16T09:52:44.684598
PAR000784,784 Main Street,1034000,Owner 784,Residential,2025-09-16T09:52:44.684602
PAR000785,785 Main Street,1035000,Owner 785,Residential,2025-09-16T09:52:44.684611
PAR000786,786 Main Street,1036000,Owner 786,Residential,2025-09-16T09:52:44.684615
PAR000787,787 Main Street,1037000,Owner 787,Residential,2025-09-16T09:52:44.684619
PAR000788,788 Main Street,1038000,Owner 788,Residential,2025-09-16T09:52:44.684636
PAR000789,789 Main Street,1039000,Owner 789,Residential,2025-09-16T09:52:44.684640
PAR000790,790 Main Street,1040000,Owner 790,Residential,2025-09-16T09:52:44.684644
PAR000791,791 Main Street,1041000,Owner 791,Residential,2025-09-16T09:52:44.684648
PAR000792,792 Main Street,1042000,Owner 792,Residential,2025-09-16T09:52:44.684652
PAR000793,793 Main Street,1043000,Owner 793,Residential,2025-09-16T09:52:44.684661
PAR000794,794 Main Street,1044000,Owner 794,Residential,2025-09-16T09:52:44.684665
PAR000795,795 Main Street,1045000,Owner 795,Residential,2025-09-16T09:52:44.684669
PAR000796,796 Main Street,1046000,Owner 796,Residential,2025-09-16T09:52:44.684673
PAR000797,797 Main Street,1047000,Owner 797,Residential,2025-09-16T09:52:44.684677
PAR000798,798 Main Street,1048000,Owner 798,Residential,2025-09-16T09:52:44.684681
PAR000799,799 Main Street,1049000,Owner 799,Residential,2025-09-16T09:52:44.684685
PAR000800,800 Main Street,1050000,Owner 800,Residential,2025-09-16T09:52:44.684689
PAR000801,801 Main Street,1051000,Owner 801,Residential,2025-09-16T09:52:44.684699
PAR000802,802 Main Street,1052000,Owner 802,Residential,2025-09-16T09:52:44.684703
PAR000803,803 Main Street,1053000,Owner 803,Residential,2025-09-16T09:52:44.684707
PAR000804,804 Main Street,1054000,Owner 804,Residential,2025-09-16T09:52:44.684711
PAR000805,805 Main Street,1055000,Owner 805,Residential,2025-09-16T09:52:44.684715
PAR000806,806 Main Street,1056000,Owner 806,Residential,2025-09-16T09:52:44.684719
PAR000807,807 Main Street,1057000,Owner 807,Residential,2025-09-16T09:52:44.684723
PAR000808,808 Main Street,1058000,Owner 808,Residential,2025-09-16T09:52:44.684801
PAR000809,809 Main Street,1059000,Owner 809,Residential,2025-09-16T09:52:44.684810
PAR000810,810 Main Street,1060000,Owner 810,Residential,2025-09-16T09:52:44.684815
PAR000811,811 Main Street,1061000,Owner 811,Residential,2025-09-16T09:52:44.684819
PAR000812,812 Main Street,1062000,Owner 812,Residential,2025-09-16T09:52:44.684823
PAR000813,813 Main Street,1063000,Owner 813,Residential,2025-09-16T09:52:44.684827
PAR000814,814 Main Street,1064000,Owner 814,Residential,2025-09-16T09:52:44.684831
PAR000815,815 Main Street,1065000,Owner 815,Residential,2025-09-16T09:52:44.684835
PAR000816,816 Main Street,1066000,Owner 816,Residential,2025-09-16T09:52:44.684840
PAR000817,817 Main Street,1067000,Owner 817,Residential,2025-09-16T09:52:44.684853
PAR000818,818 Main Street,1068000,Owner 818,Residential,2025-09-16T09:52:44.684857
PAR000819,819 Main Street,1069000,Owner 819,Residential,2025-09-16T09:52:44.684861
PAR000820,820 Main Street,1070000,Owner 820,Residential,2025-09-16T09:52:44.684865
PAR000821,821 Main Street,1071000,Owner 821,Residential,2025-09-16T09:52:44.684869
PAR000822,822 Main Street,1072000,Owner 822,Residential,2025-09-16T09:52:44.684873
PAR000823,823 Main Street,1073000,Owner 823,Residential,2025-09-16T09:52:44.684877
PAR000824,824 Main Street,1074000,Owner 824,Residential,2025-09-16T09:52:44.684881
PAR000825,825 Main Street,1075000,Owner 825,Residential,2025-09-16T09:52:44.684885
PAR000826,826 Main Street,1076000,Owner 826,Residential,2025-09-16T09:52:44.684889
PAR000827,827 Main Street,1077000,Owner 827,Residential,2025-09-16T09:52:44.684899
PAR000828,828 Main Street,1078000,Owner 828,Residential,2025-09-16T09:52:44.684903
PAR000829,829 Main Street,1079000,Owner 829,Residential,2025-09-16T09:52:44.684907
PAR000830,830 Main Street,1080000,Owner 830,Residential,2025-09-16T09:52:44.684911
PAR000831,831 Main Street,1081000,Owner 831,Residential,2025-09-16T09:52:44.684915
PAR000832,832 Main Street,1082000,Owner 832,Residential,2025-09-16T09:52:44.684918
PAR000833,833 Main Street,1083000,Owner 833,Residential,2025-09-16T09:52:44.684928
PAR000834,834 Main Street,1084000,Owner 834,Residential,2025-09-16T09:52:44.684932
PAR000835,835 Main Street,1085000,Owner 835,Residential,2025-09-16T09:52:44.684936
PAR000836,836 Main Street,1086000,Owner 836,Residential,2025-09-16T09:52:44.684940
PAR000837,837 Main Street,1087000,Owner 837,Residential,2025-09-16T09:52:44.684944
PAR000838,838 Main Street,1088000,Owner 838,Residential,2025-09-16T09:52:44.684947
PAR000839,839 Main Street,1089000,Owner 839,Residential,2025-09-16T09:52:44.684956
PAR000840,840 Main Street,1090000,Owner 840,Residential,2025-09-16T09:52:44.684961
PAR000841,841 Main Street,1091000,Owner 841,Residential,2025-09-16T09:52:44.684965
PAR000842,842 Main Street,1092000,Owner 842,Residential,2025-09-16T09:52:44.684968
PAR000843,843 Main Street,1093000,Owner 843,Residential,2025-09-16T09:52:44.684972
PAR000844,844 Main Street,1094000,Owner 844,Residential,2025-09-16T09:52:44.684982
PAR000845,845 Main Street,1095000,Owner 845,Residential,2025-09-16T09:52:44.684986
PAR000846,846 Main Street,1096000,Owner 846,Residential,2025-09-16T09:52:44.684989
PAR000847,847 Main Street,1097000,Owner 847,Residential,2025-09-16T09:52:44.684999
PAR000848,848 Main Street,1098000,Owner 848,Residential,2025-09-16T09:52:44.685003
PAR000849,849 Main Street,1099000,Owner 849,Residential,2025-09-16T09:52:44.685012
PAR000850,850 Main Street,1100000,Owner 850,Residential,2025-09-16T09:52:44.685016
PAR000851,851 Main Street,1101000,Owner 851,Residential,2025-09-16T09:52:44.685020
PAR000852,852 Main Street,1102000,Owner 852,Residential,2025-09-16T09:52:44.685024
PAR000853,853 Main Street,1103000,Owner 853,Residential,2025-09-16T09:52:44.685027
PAR000854,854 Main Street,1104000,Owner 854,Residential,2025-09-16T09:52:44.685031
PAR000855,855 Main Street,1105000,Owner 855,Residential,2025-09-16T09:52:44.685035
PAR000856,856 Main Street,1106000,Owner 856,Residential,2025-09-16T09:52:44.685039
PAR000857,857 Main Street,1107000,Owner 857,Residential,2025-09-16T09:52:44.685042
PAR000858,858 Main Street,1108000,Owner 858,Residential,2025-09-16T09:52:44.685046
PAR000859,859 Main Street,1109000,Owner 859,Residential,2025-09-16T09:52:44.685050
PAR000860,860 Main Street,1110000,Owner 860,Residential,2025-09-16T09:52:44.685054
PAR000861,861 Main Street,1111000,Owner 861,Residential,2025-09-16T09:52:44.685059
PAR000862,862 Main Street,1112000,Owner 862,Residential,2025-09-16T09:52:44.685063
PAR000863,863 Main Street,1113000,Owner 863,Residential,2025-09-16T09:52:44.685067
PAR000864,864 Main Street,1114000,Owner 864,Residential,2025-09-16T09:52:44.685070
PAR000865,865 Main Street,1115000,Owner 865,Residential,2025-09-16T09:52:44.685080
PAR000866,866 Main Street,1116000,Owner 866,Residential,2025-09-16T09:52:44.685089
PAR000867,867 Main Street,1117000,Owner 867,Residential,2025-09-16T09:52:44.685093
PAR000868,868 Main Street,1118000,Owner 868,Residential,2025-09-16T09:52:44.685097
PAR000869,869 Main Street,1119000,Owner 869,Residential,2025-09-16T09:52:44.685101
PAR000870,870 Main Street,1120000,Owner 870,Residential,2025-09-16T09:52:44.685104
PAR000871,871 Main Street,1121000,Owner 871,Residential,2025-09-16T09:52:44.685108
PAR000872,872 Main Street,1122000,Owner 872,Residential,2025-09-16T09:52:44.685112
PAR000873,873 Main Street,1123000,Owner 873,Residential,2025-09-16T09:52:44.685116
PAR000874,874 Main Street,1124000,Owner 874,Residential,2025-09-16T09:52:44.685120
PAR000875,875 Main Street,1125000,Owner 875,Residential,2025-09-16T09:52:44.685124
PAR000876,876 Main Street,1126000,Owner 876,Residential,2025-09-16T09:52:44.685128
PAR000877,877 Main Street,1127000,Owner 877,Residential,2025-09-16T09:52:44.685132
PAR000878,878 Main Street,1128000,Owner 878,Residential,2025-09-16T09:52:44.685148
PAR000879,879 Main Street,1129000,Owner 879,Residential,2025-09-16T09:52:44.685152
PAR000880,880 Main Street,1130000,Owner 880,Residential,2025-09-16T09:52:44.685156
PAR000881,881 Main Street,1131000,Owner 881,Residential,2025-09-16T09:52:44.685182
PAR000882,882 Main Street,1132000,Owner 882,Residential,2025-09-16T09:52:44.685186
PAR000883,883 Main Street,1133000,Owner 883,Residential,2025-09-16T09:52:44.685190
PAR000884,884 Main Street,1134000,Owner 884,Residential,2025-09-16T09:52:44.685194
PAR000885,885 Main Street,1135000,Owner 885,Residential,2025-09-16T09:52:44.685197
PAR000886,886 Main Street,1136000,Owner 886,Residential,2025-09-16T09:52:44.685206
PAR000887,887 Main Street,1137000,Owner 887,Residential,2025-09-16T09:52:44.685210
PAR000888,888 Main Street,1138000,Owner 888,Residential,2025-09-16T09:52:44.685213
PAR000889,889 Main Street,1139000,Owner 889,Residential,2025-09-16T09:52:44.685217
PAR000890,890 Main Street,1140000,Owner 890,Residential,2025-09-16T09:52:44.685221
PAR000891,891 Main Street,1141000,Owner 891,Residential,2025-09-16T09:52:44.685225
PAR000892,892 Main Street,1142000,Owner 892,Residential,2025-09-16T09:52:44.685228
PAR000893,893 Main Street,1143000,Owner 893,Residential,2025-09-16T09:52:44.685232
PAR000894,894 Main Street,1144000,Owner 894,Residential,2025-09-16T09:52:44.685235
PAR000895,895 Main Street,1145000,Owner 895,Residential,2025-09-16T09:52:44.685239
PAR000896,896 Main Street,1146000,Owner 896,Residential,2025-09-16T09:52:44.685255
PAR000897,897 Main Street,1147000,Owner 897,Residential,2025-09-16T09:52:44.685263
PAR000898,898 Main Street,1148000,Owner 898,Residential,2025-09-16T09:52:44.685267
PAR000899,899 Main Street,1149000,Owner 899,Residential,2025-09-16T09:52:44.685271
PAR000900,900 Main Street,1150000,Owner 900,Residential,2025-09-16T09:52:44.685275
PAR000901,901 Main Street,1151000,Owner 901,Residential,2025-09-16T09:52:44.685278
PAR000902,902 Main Street,1152000,Owner 902,Residential,2025-09-16T09:52:44.685282
PAR000903,903 Main Street,1153000,Owner 903,Residential,2025-09-16T09:52:44.685286
PAR000904,904 Main Street,1154000,Owner 904,Residential,2025-09-16T09:52:44.685289
PAR000905,905 Main Street,1155000,Owner 905,Residential,2025-09-16T09:52:44.685298
PAR000906,906 Main Street,1156000,Owner 906,Residential,2025-09-16T09:52:44.685301
PAR000907,907 Main Street,1157000,Owner 907,Residential,2025-09-16T09:52:44.685305
PAR000908,908 Main Street,1158000,Owner 908,Residential,2025-09-16T09:52:44.685309
PAR000909,909 Main Street,1159000,Owner 909,Residential,2025-09-16T09:52:44.685312
PAR000910,910 Main Street,1160000,Owner 910,Residential,2025-09-16T09:52:44.685316
PAR000911,911 Main Street,1161000,Owner 911,Residential,2025-09-16T09:52:44.685320
PAR000912,912 Main Street,1162000,Owner 912,Residential,2025-09-16T09:52:44.685323
PAR000913,913 Main Street,1163000,Owner 913,Residential,2025-09-16T09:52:44.685332
PAR000914,914 Main Street,1164000,Owner 914,Residential,2025-09-16T09:52:44.685336
PAR000915,915 Main Street,1165000,Owner 915,Residential,2025-09-16T09:52:44.685340
PAR000916,916 Main Street,1166000,Owner 916,Residential,2025-09-16T09:52:44.685343
PAR000917,917 Main Street,1167000,Owner 917,Residential,2025-09-16T09:52:44.685347
PAR000918,918 Main Street,1168000,Owner 918,Residential,2025-09-16T09:52:44.685350
PAR000919,919 Main Street,1169000,Owner 919,Residential,2025-09-16T09:52:44.685354
PAR000920,920 Main Street,1170000,Owner 920,Residential,2025-09-16T09:52:44.685358
PAR000921,921 Main Street,1171000,Owner 921,Residential,2025-09-16T09:52:44.685361
PAR000922,922 Main Street,1172000,Owner 922,Residential,2025-09-16T09:52:44.685365
PAR000923,923 Main Street,1173000,Owner 923,Residential,2025-09-16T09:52:44.685369
PAR000924,924 Main Street,1174000,Owner 924,Residential,2025-09-16T09:52:44.685372
PAR000925,925 Main Street,1175000,Owner 925,Residential,2025-09-16T09:52:44.685515
PAR000926,926 Main Street,1176000,Owner 926,Residential,2025-09-16T09:52:44.685534
PAR000927,927 Main Street,1177000,Owner 927,Residential,2025-09-16T09:52:44.685538
PAR000928,928 Main Street,1178000,Owner 928,Residential,2025-09-16T09:52:44.685540
PAR000929,929 Main Street,1179000,Owner 929,Residential,2025-09-16T09:52:44.685553
PAR000930,930 Main Street,1180000,Owner 930,Residential,2025-09-16T09:52:44.685555
PAR000931,931 Main Street,1181000,Owner 931,Residential,2025-09-16T09:52:44.685558
PAR000932,932 Main Street,1182000,Owner 932,Residential,2025-09-16T09:52:44.685560
PAR000933,933 Main Street,1183000,Owner 933,Residential,2025-09-16T09:52:44.685562
PAR000934,934 Main Street,1184000,Owner 934,Residential,2025-09-16T09:52:44.685565
PAR000935,935 Main Street,1185000,Owner 935,Residential,2025-09-16T09:52:44.685567
PAR000936,936 Main Street,1186000,Owner 936,Residential,2025-09-16T09:52:44.685569
PAR000937,937 Main Street,1187000,Owner 937,Residential,2025-09-16T09:52:44.685571
PAR000938,938 Main Street,1188000,Owner 938,Residential,2025-09-16T09:52:44.685574
PAR000939,939 Main Street,1189000,Owner 939,Residential,2025-09-16T09:52:44.685576
PAR000940,940 Main Street,1190000,Owner 940,Residential,2025-09-16T09:52:44.685578
PAR000941,941 Main Street,1191000,Owner 941,Residential,2025-09-16T09:52:44.685580
PAR000942,942 Main Street,1192000,Owner 942,Residential,2025-09-16T09:52:44.685583
PAR000943,943 Main Street,1193000,Owner 943,Residential,2025-09-16T09:52:44.685585
PAR000944,944 Main Street,1194000,Owner 944,Residential,2025-09-16T09:52:44.685592
PAR000945,945 Main Street,1195000,Owner 945,Residential,2025-09-16T09:52:44.685598
PAR000946,946 Main Street,1196000,Owner 946,Residential,2025-09-16T09:52:44.685604
PAR000947,947 Main Street,1197000,Owner 947,Residential,2025-09-16T09:52:44.685607
PAR000948,948 Main Street,1198000,Owner 948,Residential,2025-09-16T09:52:44.685609
PAR000949,949 Main Street,1199000,Owner 949,Residential,2025-09-16T09:52:44.685611
PAR000950,950 Main Street,1200000,Owner 950,Residential,2025-09-16T09:52:44.685613
PAR000951,951 Main Street,1201000,Owner 951,Residential,2025-09-16T09:52:44.685616
PAR000952,952 Main Street,1202000,Owner 952,Residential,2025-09-16T09:52:44.685620
PAR000953,953 Main Street,1203000,Owner 953,Residential,2025-09-16T09:52:44.685624
PAR000954,954 Main Street,1204000,Owner 954,Residential,2025-09-16T09:52:44.685628
PAR000955,955 Main Street,1205000,Owner 955,Residential,2025-09-16T09:52:44.685632
PAR000956,956 Main Street,1206000,Owner 956,Residential,2025-09-16T09:52:44.685636
PAR000957,957 Main Street,1207000,Owner 957,Residential,2025-09-16T09:52:44.685640
PAR000958,958 Main Street,1208000,Owner 958,Residential,2025-09-16T09:52:44.685644
PAR000959,959 Main Street,1209000,Owner 959,Residential,2025-09-16T09:52:44.685648
PAR000960,960 Main Street,1210000,Owner 960,Residential,2025-09-16T09:52:44.685652
PAR000961,961 Main Street,1211000,Owner 961,Residential,2025-09-16T09:52:44.685662
PAR000962,962 Main Street,1212000,Owner 962,Residential,2025-09-16T09:52:44.685666
PAR000963,963 Main Street,1213000,Owner 963,Residential,2025-09-16T09:52:44.685670
PAR000964,964 Main Street,1214000,Owner 964,Residential,2025-09-16T09:52:44.685680
PAR000965,965 Main Street,1215000,Owner 965,Residential,2025-09-16T09:52:44.685684
PAR000966,966 Main Street,1216000,Owner 966,Residential,2025-09-16T09:52:44.685688
PAR000967,967 Main Street,1217000,Owner 967,Residential,2025-09-16T09:52:44.685697
PAR000968,968 Main Street,1218000,Owner 968,Residential,2025-09-16T09:52:44.685702
PAR000969,969 Main Street,1219000,Owner 969,Residential,2025-09-16T09:52:44.685706
PAR000970,970 Main Street,1220000,Owner 970,Residential,2025-09-16T09:52:44.685710
PAR000971,971 Main Street,1221000,Owner 971,Residential,2025-09-16T09:52:44.685714
PAR000972,972 Main Street,1222000,Owner 972,Residential,2025-09-16T09:52:44.685718
PAR000973,973 Main Street,1223000,Owner 973,Residential,2025-09-16T09:52:44.685726
PAR000974,974 Main Street,1224000,Owner 974,Residential,2025-09-16T09:52:44.685730
PAR000975,975 Main Street,1225000,Owner 975,Residential,2025-09-16T09:52:44.685734
PAR000976,976 Main Street,1226000,Owner 976,Residential,2025-09-16T09:52:44.685738
PAR000977,977 Main Street,1227000,Owner 977,Residential,2025-09-16T09:52:44.685748
PAR000978,978 Main Street,1228000,Owner 978,Residential,2025-09-16T09:52:44.685752
PAR000979,979 Main Street,1229000,Owner 979,Residential,2025-09-16T09:52:44.685755
PAR000980,980 Main Street,1230000,Owner 980,Residential,2025-09-16T09:52:44.685759
PAR000981,981 Main Street,1231000,Owner 981,Residential,2025-09-16T09:52:44.685763
PAR000982,982 Main Street,1232000,Owner 982,Residential,2025-09-16T09:52:44.685767
PAR000983,983 Main Street,1233000,Owner 983,Residential,2025-09-16T09:52:44.685776
PAR000984,984 Main Street,1234000,Owner 984,Residential,2025-09-16T09:52:44.685781
PAR000985,985 Main Street,1235000,Owner 985,Residential,2025-09-16T09:52:44.685785
PAR000986,986 Main Street,1236000,Owner 986,Residential,2025-09-16T09:52:44.685788
PAR000987,987 Main Street,1237000,Owner 987,Residential,2025-09-16T09:52:44.685792
PAR000988,988 Main Street,1238000,Owner 988,Residential,2025-09-16T09:52:44.685796
